Name,customer_id,gender,age,city,state,pincode,occupation,employer_type,monthly_income,Loan_type,loan_account_number,loan_open_date,disbursal_date,disbursal_channel,sanction_amount,interest_rate,monthly_emi_amount,total_emi_count,emi_paid,months_past_due,dpd_days,last_payment_date,prepayment_flag,foreclosure_flag,outstanding_principal,principal_paid,interest_paid_to_date,cibil_score,total_active_loans,total_closed_loans,enquiries_last_6m,account_status,risk_grade,branch_code,ifsc_code
Ira Verma,CUST00580,Male,28,Chandigarh,Chandigarh,382550,Self-Employed,Private,32229,Business Loan,LA1370476532674,2016-03-13,2016-03-13,DSA,5755000,14.11,171279.81,43,2,5,155,2016-05-09,False,False,5546560.51,208439.49,134120.13,616,2,5,3,NPA,D,BR9793,MSBK0292287
Krishna Khan,CUST00581,Male,27,Mumbai,Maharashtra,334180,Self-Employed,Private,91002,Auto Loan,LA2097815429648,2016-03-21,2016-03-21,Branch,669000,8.68,11252.97,78,72,0,0,2022-02-16,False,False,65840.94,603159.06,207054.78,717,3,6,3,Current,C,BR5071,MSBK0463911
Navya Naidu,CUST00582,Female,63,Bhopal,Madhya Pradesh,526939,Salaried,Government,180341,Education Loan,LA9607290636995,2018-02-28,2018-02-28,DSA,953000,10.87,12405.37,132,48,0,0,2022-02-07,True,False,727410.46,225589.54,369868.22,777,2,1,2,Current,B,BR4041,MSBK0979083
Kiara Patel,CUST00583,Female,38,Indore,Madhya Pradesh,832227,Professional,Private,331277,Auto Loan,LA4547969629939,2022-12-08,2022-12-08,DSA,989000,10.2,15538.95,92,30,2,70,2025-05-23,False,False,746436.63,242563.37,223605.13,736,1,0,0,SMA-2,D,BR3462,MSBK0158944
Zara Banerjee,CUST00584,Other,42,Visakhapatnam,Andhra Pradesh,697471,Retired,Proprietorship,66761,Auto Loan,LA9942787858394,2019-12-02,2019-12-02,Corporate Tie-up,2592000,8.81,47487.6,70,21,1,40,2021-08-19,False,False,1948397.75,643602.25,353637.35,748,1,2,0,SMA-1,C,BR9005,MSBK0969964
Vanya Verma,CUST00585,Male,59,Kolkata,West Bengal,832039,Salaried,Private,218413,Personal Loan,LA1727461434189,2019-09-26,2019-09-26,Branch,2720000,12.58,73592.57,47,47,2,65,2023-08-05,False,False,0.0,2720000.0,738850.79,737,1,3,1,Closed,D,BR7441,MSBK0931573
Ishita Khan,CUST00586,Male,45,Patna,Bihar,535565,Salaried,Private,27444,Gold Loan,LA8810659742696,2020-04-27,2020-04-27,Branch,1137000,11.87,60227.2,21,8,0,0,2020-12-20,False,False,731319.31,405680.69,76136.91,768,0,2,0,Current,B,BR7686,MSBK0546833
Atharv Rao,CUST00587,Male,57,Ahmedabad,Gujarat,612554,Salaried,NA,33996,Education Loan,LA3921565199347,2017-12-18,2017-12-18,DSA,3997000,9.63,84198.6,60,51,0,0,2022-02-20,False,False,728254.74,3268745.26,1025383.34,740,3,9,0,Current,B,BR4285,MSBK0405864
Nisha Mahajan,CUST00588,Female,19,New Delhi,Delhi,488951,Professional,Public Sector,146357,Gold Loan,LA4456587160434,2018-01-11,2018-01-11,Online,1856000,10.49,117965.22,17,11,0,0,2018-12-05,False,False,686630.89,1169369.11,128248.31,763,1,0,1,Current,B,BR5374,MSBK0167604
Harsh Chatterjee,CUST00589,Male,49,Visakhapatnam,Andhra Pradesh,733362,Salaried,NA,142291,Auto Loan,LA8963677243974,2018-11-04,2018-11-04,Branch,1799000,10.09,38803.05,59,25,0,0,2020-11-20,False,False,1143330.15,655669.85,314406.4,781,3,9,4,Current,B,BR6470,MSBK0455499
Tara Ghosh,CUST00590,Female,32,Mumbai,Maharashtra,400192,Self-Employed,NA,214556,Auto Loan,LA6505526424645,2022-05-08,2022-05-08,Branch,1678000,11.25,29660.18,81,0,0,0,,False,False,1678000.0,0.0,0.0,780,1,11,0,Current,B,BR5354,MSBK0629533
Aarohi Rao,CUST00591,Male,44,Chennai,Tamil Nadu,657639,Salaried,Private,126067,Gold Loan,LA9310127706786,2015-06-16,2015-06-16,DSA,504000,10.37,21727.08,26,3,0,0,2015-09-09,True,False,451433.29,52566.71,12614.53,766,1,7,0,Current,B,BR4541,MSBK0676684
Aarohi Patel,CUST00592,Male,59,Bengaluru,Karnataka,281029,Salaried,NA,179387,Auto Loan,LA5820779401515,2020-07-19,2020-07-19,DSA,1601000,11.19,31898.46,68,2,2,63,2020-09-15,False,False,1566903.5,34096.5,29700.42,743,1,7,0,SMA-2,D,BR4171,MSBK0748935
Anay Mukherjee,CUST00593,Female,50,Gurgaon,Haryana,272476,Student,Private,16647,Personal Loan,LA3192701977874,2018-10-16,2018-10-16,Online,1565000,17.09,83362.73,22,4,0,0,2019-02-10,False,False,1315433.38,249566.62,83884.3,747,1,4,0,Current,B,BR2964,MSBK0842040
Dhruv Singh,CUST00594,Female,23,Kolkata,West Bengal,166851,Student,Public Sector,19049,Education Loan,LA9157318153062,2017-05-06,2017-05-06,Online,2157000,13.23,30592.25,137,5,0,0,2017-09-30,False,False,2122184.08,34815.92,118145.33,762,0,12,0,Current,B,BR4825,MSBK0415399
Krishna Chatterjee,CUST00595,Female,52,Chandigarh,Chandigarh,258952,Salaried,NA,238629,Business Loan,LA9853841366352,2018-05-19,2018-05-19,Branch,3052000,13.75,209857.12,16,2,0,0,2018-07-14,False,False,2700223.51,351776.49,67937.75,777,3,12,0,Current,B,BR3258,MSBK0914976
Kabir Iyer,CUST00596,Male,20,Noida,Uttar Pradesh,437782,Professional,Government,106565,Gold Loan,LA2275588189530,2015-04-26,2015-04-26,Branch,1314000,8.9,70936.06,20,1,1,35,2015-05-23,False,False,1252809.44,61190.56,9745.5,757,3,12,2,SMA-1,C,BR2633,MSBK0835475
Yash Joshi,CUST00597,Male,24,Bhubaneswar,Odisha,403015,Self-Employed,Private,93780,Education Loan,LA8421985232620,2022-05-19,2022-05-19,Branch,2153000,14.31,34935.44,112,28,4,120,2024-09-02,False,False,1847294.37,305705.63,672486.69,708,0,9,4,NPA,D,BR3940,MSBK0284158
Aisha Patel,CUST00598,Female,47,Pune,Maharashtra,153065,Salaried,NA,118904,Education Loan,LA7827274261625,2023-12-09,2023-12-09,DSA,834000,12.21,13329.3,100,10,0,0,2024-10-02,False,False,783287.62,50712.38,82580.62,798,1,10,2,Current,B,BR1883,MSBK0268329
Ayaan Aggarwal,CUST00599,Other,28,Indore,Madhya Pradesh,232729,Salaried,Public Sector,93818,Auto Loan,LA3522003480937,2022-01-11,2022-01-11,Corporate Tie-up,1221000,9.48,37321.28,38,30,0,0,2024-06-26,False,False,288229.65,932770.35,186868.05,722,1,2,3,Current,B,BR9398,MSBK0378639
Kabir Thakur,CUST00600,Female,43,Noida,Uttar Pradesh,154606,Salaried,Private,133988,Gold Loan,LA1659498673627,2018-06-14,2018-06-14,DSA,544000,8.39,20164.59,30,28,0,0,2020-09-28,False,False,39910.13,504089.87,60518.65,752,6,0,0,Current,B,BR3212,MSBK0947383
Anika Reddy,CUST00601,Male,47,Coimbatore,Tamil Nadu,395497,Student,Government,5176,Gold Loan,LA9685167243126,2024-02-28,2024-02-28,DSA,1767000,8.75,69997.4,28,6,0,0,2024-08-24,True,False,1418014.06,348985.94,70998.46,773,3,4,1,Current,B,BR2183,MSBK0502772
Mira Nair,CUST00602,Female,44,Bengaluru,Karnataka,800414,Salaried,Government,118678,Home Loan,LA4543839234849,2021-06-03,2021-06-03,Branch,6039000,10.36,61035.22,224,14,4,125,2022-07-23,False,False,5907182.56,131817.44,722675.64,727,5,9,1,NPA,D,BR9922,MSBK0908058
Ananya Bansal,CUST00603,Female,64,Indore,Madhya Pradesh,203038,Salaried,Public Sector,113145,Auto Loan,LA8157485501601,2017-09-21,2017-09-21,Corporate Tie-up,967000,8.22,27132.33,41,40,2,70,2020-12-29,True,False,26947.73,940052.27,145240.93,677,2,8,0,SMA-2,D,BR5515,MSBK0837766
Mira Patel,CUST00604,Female,49,Noida,Uttar Pradesh,452802,Salaried,Private,168937,Home Loan,LA5525236179484,2025-05-25,2025-05-25,Corporate Tie-up,21564000,8.15,177907.96,256,1,0,0,2025-06-20,True,False,21532547.54,31452.46,146455.5,763,3,10,0,Current,B,BR2830,MSBK0458751
Navya Joshi,CUST00605,Female,60,Hyderabad,Telangana,463362,Salaried,Public Sector,228264,Home Loan,LA8544699761808,2025-09-03,2025-09-03,Online,10788000,8.81,111627.95,169,4,0,0,2025-12-30,True,False,10656860.41,131139.59,315372.21,777,4,0,4,Current,B,BR3348,MSBK0119250
Anika Mahajan,CUST00606,Female,43,Bhubaneswar,Odisha,856488,Salaried,Government,245956,Auto Loan,LA7051262152430,2022-06-16,2022-06-16,Corporate Tie-up,1170000,10.87,27894.93,53,17,1,33,2023-11-03,True,False,853651.59,316348.41,157865.4,772,0,2,4,SMA-1,C,BR8058,MSBK0528266
Anay Banerjee,CUST00607,Male,59,New Delhi,Delhi,476483,Salaried,NA,86070,Education Loan,LA5968901454520,2017-08-19,2017-08-19,Corporate Tie-up,2370000,9.52,31005.55,118,59,0,0,2022-06-22,False,False,1456338.07,913661.93,915665.52,766,1,11,1,Current,B,BR7004,MSBK0909733
Reyansh Joshi,CUST00608,Male,67,Indore,Madhya Pradesh,163980,Self-Employed,Public Sector,237121,Business Loan,LA3907888413848,2021-05-06,2021-05-06,Corporate Tie-up,18822000,16.73,999351.11,22,5,0,0,2021-09-29,False,False,15033110.43,3788889.57,1207865.98,752,4,0,2,Current,B,BR6418,MSBK0850408
Rohan Das,CUST00609,Female,29,Indore,Madhya Pradesh,127153,Salaried,Government,115923,Gold Loan,LA5941243598754,2016-01-13,2016-01-13,DSA,629000,11.14,45114.71,15,8,3,95,2016-09-08,False,False,304395.3,324604.7,36312.98,665,1,7,0,NPA,D,BR8785,MSBK0282411
Rohan Khan,CUST00610,Female,34,Chandigarh,Chandigarh,646884,Professional,Public Sector,156609,Auto Loan,LA8006762095099,2023-05-10,2023-05-10,Branch,2359000,9.04,107813.61,24,18,1,30,2024-10-29,False,False,630162.44,1728837.56,211807.42,745,4,12,2,SMA-0,B,BR2076,MSBK0887910
Rudra Sharma,CUST00611,Female,57,Patna,Bihar,180685,Self-Employed,Private,393904,Personal Loan,LA9710300219869,2017-09-24,2017-09-24,Online,1273000,16.65,56852.29,27,23,0,0,2019-08-13,False,False,219734.6,1053265.4,254337.27,759,4,9,0,Current,B,BR3400,MSBK0148834
Yash Nair,CUST00612,Female,31,Pune,Maharashtra,541840,Professional,Public Sector,448957,Education Loan,LA2809120945695,2023-05-10,2023-05-10,DSA,1277000,12.81,18277.44,129,30,0,0,2025-10-22,False,False,1113751.28,163248.72,385074.48,754,2,10,1,Current,B,BR5362,MSBK0196914
Ayaan Chauhan,CUST00613,Male,65,Chandigarh,Chandigarh,524278,Student,Private,10912,Home Loan,LA2370043396138,2020-09-04,2020-09-04,DSA,6394000,8.61,62868.32,183,20,0,0,2022-04-23,True,False,6029980.87,364019.13,893347.27,798,1,12,0,Current,B,BR2331,MSBK0180291
Ira Pillai,CUST00614,Male,25,Visakhapatnam,Andhra Pradesh,239659,Self-Employed,Government,366846,Gold Loan,LA5779929768201,2021-03-03,2021-03-03,Branch,1464000,9.47,58480.19,28,18,0,0,2022-08-25,False,False,560200.22,903799.78,148843.64,771,3,3,2,Current,B,BR5423,MSBK0371385
Aadhya Iyer,CUST00615,Male,57,Hyderabad,Telangana,147784,Retired,Public Sector,59155,Business Loan,LA8367049368577,2025-10-04,2025-10-04,Branch,2968000,13.6,54200.62,86,0,1,35,,False,False,2968000.0,0.0,0.0,717,4,11,2,SMA-1,C,BR3156,MSBK0362403
Saanvi Patel,CUST00616,Female,53,Chennai,Tamil Nadu,690804,Professional,NA,223456,Personal Loan,LA7853016924699,2017-06-14,2017-06-14,Online,2363000,17.0,53892.47,69,54,0,0,2021-11-18,True,False,723679.87,1639320.13,1270873.25,726,3,5,0,Current,B,BR2986,MSBK0391124
Navya Rao,CUST00617,Female,38,Ahmedabad,Gujarat,222023,Salaried,Proprietorship,87959,Education Loan,LA8349646872217,2016-10-02,2016-10-02,Branch,3847000,12.08,53393.08,129,84,0,0,2023-08-24,True,False,1924486.82,1922513.18,2562505.54,747,3,12,4,Current,B,BR9958,MSBK0672690
Reyansh Yadav,CUST00618,Male,37,Chandigarh,Chandigarh,805707,Salaried,Public Sector,180644,Personal Loan,LA7215240020842,2024-08-23,2024-08-23,Branch,457000,11.69,9036.14,70,12,0,0,2025-08-17,False,False,398944.34,58055.66,50378.02,746,4,2,4,Current,B,BR4233,MSBK0852797
Navya Singh,CUST00619,Male,45,Lucknow,Uttar Pradesh,126529,Professional,NA,140752,Education Loan,LA5455430463940,2023-01-28,2023-01-28,Corporate Tie-up,3537000,13.14,57744.64,102,21,0,0,2024-10-18,False,False,3090784.53,446215.47,766421.97,790,0,10,1,Current,B,BR5323,MSBK0999980
Ishaan Shetty,CUST00620,Male,44,Gurgaon,Haryana,615932,Salaried,Private,202094,Home Loan,LA1787074662187,2023-12-16,2023-12-16,DSA,8044000,10.24,74148.76,306,25,0,0,2026-01-03,False,False,7891270.35,152729.65,1700989.35,801,1,6,0,Current,A,BR8914,MSBK0553922
Aadhya Verma,CUST00621,Male,65,Pune,Maharashtra,316311,Professional,Government,218943,Personal Loan,LA1489467431474,2020-02-27,2020-02-27,Online,1193000,15.05,26427.8,67,39,0,0,2023-05-11,False,False,620770.02,572229.98,458454.22,754,4,3,2,Current,B,BR4931,MSBK0620875
Ananya Shetty,CUST00622,Female,24,Indore,Madhya Pradesh,139871,Salaried,Proprietorship,171438,Gold Loan,LA7421310711606,2022-01-28,2022-01-28,DSA,688000,9.93,31725.49,24,0,4,130,,False,False,688000.0,0.0,0.0,682,1,3,1,NPA,D,BR5740,MSBK0634842
Vihaan Nair,CUST00623,Female,41,Pune,Maharashtra,482751,Self-Employed,Public Sector,374176,Gold Loan,LA5737532827809,2015-07-12,2015-07-12,Branch,166000,7.89,17206.2,10,7,1,35,2016-02-05,False,False,50947.18,115052.82,5390.58,754,1,2,0,SMA-1,C,BR9649,MSBK0976116
Yash Ghosh,CUST00624,Male,38,Jaipur,Rajasthan,251733,Retired,Proprietorship,59521,Personal Loan,LA5467797982409,2022-04-21,2022-04-21,Branch,1075000,16.77,36655.44,38,22,6,190,2024-02-05,False,False,522294.27,552705.73,253713.95,635,4,3,2,NPA,D,BR2161,MSBK0890794
Reyansh Kaur,CUST00625,Other,43,Noida,Uttar Pradesh,824148,Salaried,NA,209326,Gold Loan,LA5375078986957,2025-04-23,2025-04-23,Online,2284000,11.34,131890.79,19,2,0,0,2025-06-18,False,False,2062343.62,221656.38,42125.2,783,2,12,0,Current,B,BR9505,MSBK0920750
Ira Bhat,CUST00626,Female,61,Bhubaneswar,Odisha,612555,Professional,Proprietorship,262834,Business Loan,LA1003608582187,2015-02-17,2015-02-17,Branch,6991000,14.23,128405.56,88,53,2,63,2019-06-22,False,False,3660755.66,3330244.34,3475250.34,720,2,5,0,SMA-2,D,BR5334,MSBK0374854
Tara Das,CUST00627,Female,53,Kochi,Kerala,235762,Salaried,Government,231482,Business Loan,LA3602181585010,2023-08-16,2023-08-16,Corporate Tie-up,8053000,16.44,212007.32,54,19,0,0,2025-03-04,False,False,5863298.9,2189701.1,1838437.98,757,1,12,0,Current,B,BR6388,MSBK0488683
Saanvi Thakur,CUST00628,Male,45,Patna,Bihar,276923,Salaried,Public Sector,232347,Gold Loan,LA9921042247727,2017-07-11,2017-07-11,DSA,521000,7.83,16285.42,36,5,1,40,2017-12-04,False,False,455724.23,65275.77,16151.33,760,1,2,1,SMA-1,C,BR6895,MSBK0375497
Diya Verma,CUST00629,Female,24,Bhubaneswar,Odisha,175064,Salaried,Public Sector,244133,Personal Loan,LA5924655113151,2022-08-06,2022-08-06,Corporate Tie-up,296000,13.31,12746.58,27,2,0,0,2022-10-04,False,False,276968.14,19031.86,6461.3,762,1,5,0,Current,B,BR5717,MSBK0186411
Nisha Sharma,CUST00630,Male,22,Lucknow,Uttar Pradesh,285620,Salaried,Public Sector,240075,Personal Loan,LA6141432051344,2018-02-21,2018-02-21,DSA,2176000,16.41,54585.15,58,26,1,35,2020-04-08,False,False,1407035.38,768964.62,650249.28,734,5,6,0,SMA-1,C,BR8014,MSBK0801254
Navya Joshi,CUST00631,Male,34,Hyderabad,Telangana,396203,Self-Employed,Government,80557,Gold Loan,LA2819018152631,2019-01-17,2019-01-17,Online,1217000,10.75,39699.09,36,30,0,0,2021-07-01,False,False,230901.04,986098.96,204873.74,740,3,2,1,Current,B,BR3717,MSBK0694158
Aarav Patel,CUST00632,Female,43,Bhubaneswar,Odisha,466382,Salaried,Public Sector,53385,Education Loan,LA2071812131176,2022-03-25,2022-03-25,Corporate Tie-up,2479000,14.46,65347.39,51,44,0,0,2025-10-31,False,False,436157.2,2042842.8,832442.36,770,2,12,1,Current,B,BR3068,MSBK0908753
Arjun Gupta,CUST00633,Female,19,Chandigarh,Chandigarh,368180,Self-Employed,Private,131982,Gold Loan,LA3360502934515,2019-11-10,2019-11-10,Corporate Tie-up,1549000,8.56,87465.83,19,10,0,0,2020-09-03,False,False,759834.89,789165.11,85493.19,749,1,1,1,Current,B,BR9447,MSBK0800599
Vihaan Khan,CUST00634,Female,64,Chandigarh,Chandigarh,837673,Retired,NA,77855,Personal Loan,LA8933292951354,2023-10-09,2023-10-09,Corporate Tie-up,938000,12.03,18352.72,72,19,2,63,2025-04-30,False,False,751714.86,186285.14,162416.54,722,5,1,1,SMA-2,D,BR1724,MSBK0969628
Vanya Sharma,CUST00635,Female,20,Coimbatore,Tamil Nadu,846570,Salaried,Proprietorship,200483,Home Loan,LA9087948709935,2019-08-26,2019-08-26,Corporate Tie-up,11389000,9.01,94246.01,318,12,3,95,2020-08-16,False,False,11279758.71,109241.29,1021710.83,703,1,10,3,NPA,D,BR5877,MSBK0846791
Jia Patel,CUST00636,Female,26,Indore,Madhya Pradesh,670924,Student,Private,18657,Gold Loan,LA5887793470663,2024-07-29,2024-07-29,Branch,1911000,9.22,69513.15,31,13,1,33,2025-08-19,False,False,1164402.5,746597.5,157073.45,737,2,11,2,SMA-1,C,BR3255,MSBK0387348
Ayaan Mahajan,CUST00637,Male,33,New Delhi,Delhi,748966,Self-Employed,Private,218910,Auto Loan,LA7583521351518,2018-08-09,2018-08-09,Corporate Tie-up,1368000,8.62,22752.58,79,65,2,60,2023-12-10,False,False,302012.86,1065987.14,412930.56,730,2,8,0,SMA-1,C,BR2680,MSBK0239234
Ananya Joshi,CUST00638,Male,67,Indore,Madhya Pradesh,672544,Salaried,Private,157260,Auto Loan,LA7945887995968,2020-10-14,2020-10-14,Branch,460000,12.28,13277.18,43,0,3,97,,False,False,460000.0,0.0,0.0,745,3,8,4,NPA,D,BR6372,MSBK0632927
Pari Thakur,CUST00639,Female,50,Ahmedabad,Gujarat,489939,Student,Public Sector,16960,Auto Loan,LA7156278978879,2022-09-10,2022-09-10,Branch,2851000,10.56,45336.97,92,12,1,37,2023-08-31,False,False,2595909.99,255090.01,288953.63,740,3,2,2,SMA-1,C,BR7810,MSBK0436148
Aarav Khan,CUST00640,Male,40,Pune,Maharashtra,381779,Salaried,Proprietorship,119170,Education Loan,LA2043201138930,2017-08-29,2017-08-29,Online,2353000,9.43,52101.36,56,32,0,0,2020-04-11,False,False,1135544.01,1217455.99,449787.53,741,4,11,5,Current,B,BR9489,MSBK0999730
Kabir Mehta,CUST00641,Male,52,New Delhi,Delhi,439155,Student,Private,19021,Home Loan,LA5642799700979,2022-07-24,2022-07-24,DSA,6066000,9.23,72083.29,136,19,0,0,2024-02-14,False,False,5547967.67,518032.33,851550.18,752,1,0,1,Current,B,BR7804,MSBK0278920
Jia Gupta,CUST00642,Male,26,Pune,Maharashtra,837514,Retired,Public Sector,50305,Gold Loan,LA4076021076300,2025-01-12,2025-01-12,Corporate Tie-up,1905000,10.9,92153.24,23,4,2,67,2025-05-11,False,False,1601497.98,303502.02,65110.94,759,2,2,0,SMA-2,D,BR3811,MSBK0760213
Riya Sharma,CUST00643,Female,57,Bhopal,Madhya Pradesh,654476,Self-Employed,Public Sector,291096,Business Loan,LA1408616556142,2018-09-03,2018-09-03,Corporate Tie-up,7575000,16.93,135480.32,111,37,2,60,2021-09-16,False,False,6197533.36,1377466.64,3635305.2,732,2,1,0,SMA-1,C,BR4279,MSBK0483434
Ananya Kulkarni,CUST00644,Female,64,Bengaluru,Karnataka,223295,Salaried,Proprietorship,138626,Education Loan,LA8834479980547,2019-08-20,2019-08-20,Online,2823000,9.01,43262.54,90,17,0,0,2021-01-11,True,False,2424467.73,398532.27,336930.91,768,3,5,0,Current,B,BR5083,MSBK0767493
Aditya Patel,CUST00645,Male,19,Ahmedabad,Gujarat,227991,Salaried,Public Sector,205429,Home Loan,LA6987002921287,2016-03-21,2016-03-21,Branch,4183000,10.14,45980.83,174,35,0,0,2019-01-30,False,False,3752001.41,430998.59,1178330.46,771,1,0,0,Current,B,BR6914,MSBK0331804
Sai Yadav,CUST00646,Male,60,Kochi,Kerala,372776,Self-Employed,Public Sector,250911,Auto Loan,LA4339990601422,2017-11-07,2017-11-07,Online,1091000,8.47,16163.2,92,9,4,127,2018-08-02,False,False,1012650.87,78349.13,67119.67,683,4,5,3,NPA,D,BR4765,MSBK0434434
Ayaan Singh,CUST00647,Male,24,Hyderabad,Telangana,840151,Salaried,NA,97824,Auto Loan,LA2521733909337,2020-07-24,2020-07-24,DSA,251000,11.17,6617.96,47,33,1,37,2023-04-08,False,False,86491.99,164508.01,53884.67,766,5,3,0,SMA-1,C,BR5973,MSBK0139900
Krishna Reddy,CUST00648,Female,49,Chandigarh,Chandigarh,664119,Self-Employed,Public Sector,114307,Education Loan,LA4438821053601,2021-05-24,2021-05-24,DSA,3024000,10.63,39425.86,129,23,0,0,2023-04-10,False,False,2703158.92,320841.08,585953.7,779,1,2,1,Current,B,BR3627,MSBK0451896
Sai Pillai,CUST00649,Male,60,Visakhapatnam,Andhra Pradesh,610144,Professional,Private,149003,Home Loan,LA7228491963824,2017-04-05,2017-04-05,Branch,20374000,8.97,198383.58,196,18,0,0,2018-09-23,False,False,19489546.12,884453.88,2686450.56,803,4,3,0,Current,A,BR6231,MSBK0677739
Mira Iyer,CUST00650,Female,22,Coimbatore,Tamil Nadu,184254,Self-Employed,Government,250969,Gold Loan,LA9433906061134,2022-11-08,2022-11-08,Corporate Tie-up,131000,9.73,13691.28,10,8,0,0,2023-07-05,False,False,27053.09,103946.91,5583.33,765,1,5,2,Current,B,BR1808,MSBK0561455
Mira Das,CUST00651,Male,42,Jaipur,Rajasthan,296105,Salaried,Government,213952,Home Loan,LA1644764530820,2018-02-06,2018-02-06,Online,20930000,10.12,196525.95,272,93,0,0,2025-09-22,False,False,18120568.78,2809431.22,15467482.13,787,1,9,1,Current,B,BR3421,MSBK0126102
Dhruv Kaur,CUST00652,Female,50,Bengaluru,Karnataka,113866,Salaried,NA,101411,Education Loan,LA8088850263643,2018-10-18,2018-10-18,Corporate Tie-up,2422000,12.23,37879.14,104,64,1,33,2024-01-20,False,False,1239234.81,1182765.19,1241499.77,711,3,9,0,SMA-1,C,BR7531,MSBK0330096
Anirudh Bhat,CUST00653,Female,63,Lucknow,Uttar Pradesh,846960,Salaried,Government,104810,Personal Loan,LA4137321151683,2022-12-09,2022-12-09,Branch,2861000,12.0,64430.28,59,5,0,0,2023-05-04,False,False,2678280.58,182719.42,139431.98,743,1,9,1,Current,B,BR5270,MSBK0934799
Kunal Chatterjee,CUST00654,Female,46,Chennai,Tamil Nadu,110927,Salaried,NA,148244,Personal Loan,LA8269442370509,2020-09-13,2020-09-13,DSA,1305000,12.83,29937.81,59,32,0,0,2023-04-26,False,False,698893.62,606106.38,351903.54,757,3,3,4,Current,B,BR6274,MSBK0143813
Ishita Das,CUST00655,Female,63,Noida,Uttar Pradesh,808857,Salaried,Proprietorship,240729,Business Loan,LA1922472792550,2019-12-10,2019-12-10,DSA,19266000,15.93,370242.65,89,40,4,125,2023-03-24,False,False,13274746.01,5991253.99,8818452.01,632,1,7,1,NPA,D,BR1615,MSBK0628128
Vanya Aggarwal,CUST00656,Female,62,Kochi,Kerala,680630,Salaried,NA,178330,Business Loan,LA8246240038534,2022-07-08,2022-07-08,Branch,6128000,17.06,136529.54,72,42,1,40,2025-12-16,False,False,3315571.08,2812428.92,2921811.76,744,1,12,1,SMA-1,C,BR8151,MSBK0142019
Kiara Kulkarni,CUST00657,Other,30,Gurgaon,Haryana,301935,Salaried,Proprietorship,127338,Home Loan,LA4263519556078,2018-08-26,2018-08-26,Branch,28877000,8.61,228983.62,329,41,1,40,2022-01-07,False,False,27842535.84,1034464.16,8353864.26,745,1,0,0,SMA-1,C,BR2706,MSBK0437997
Atharv Ghosh,CUST00658,Male,35,Bhubaneswar,Odisha,119147,Salaried,Public Sector,50216,Auto Loan,LA2023577426830,2016-05-09,2016-05-09,Branch,1630000,8.53,25398.63,86,16,3,95,2017-08-29,False,False,1396825.62,233174.38,173203.7,696,3,3,2,NPA,D,BR8393,MSBK0724616
Diya Mukherjee,CUST00659,Male,46,Noida,Uttar Pradesh,627845,Salaried,Proprietorship,149676,Gold Loan,LA2672064789984,2024-12-29,2024-12-29,Online,2470000,11.26,107501.97,26,8,1,37,2025-08-24,False,False,1772823.18,697176.82,162838.94,772,3,4,0,SMA-1,C,BR6268,MSBK0274096
Sai Kulkarni,CUST00660,Female,53,Coimbatore,Tamil Nadu,292084,Salaried,Proprietorship,212124,Auto Loan,LA4735021246299,2017-07-04,2017-07-04,Online,1776000,8.14,42723.25,49,45,0,0,2021-03-11,False,False,168033.78,1607966.22,314580.03,737,1,2,4,Current,B,BR4746,MSBK0869628
